solute,solvent,Gsolv
[C-]#[O+],CCCCCCCCCCC,-0.75
C,CCCCCCCCCCC,-0.2
CCCCCC,CCCCCCCCCCC,2.9
C(F)(F)(F)F,CCCCCCCCCCC,-0.68
C(Cl)(Cl)Cl,CCCCCCCCCCC,2.53
C(Cl)(Cl)(Cl)Cl,CCCCCCCCCCC,2.68
FS(F)(F)(F)(F)F,CCCCCCCCCCC,-0.01
c1ccccc1,CCCCCCCCCCC,2.83
Cc1ccccc1,CCCCCCCCCCC,3.39
CCc1ccccc1,CCCCCCCCCCC,3.85
c1ccc(cc1)Cl,CCCCCCCCCCC,3.62
CCCCCCCCCC,CCCCCCCCCCC,4.96
C(CCl)Cl,CCCCCCCCCCC,2.58
C=CC=O,CCCCCCCCCCC,2.02
CC(Cl)(Cl)Cl,CCCCCCCCCCC,2.63
CC(Cl)Cl,CCCCCCCCCCC,2.1
CC(CCl)Cl,CCCCCCCCCCC,2.67
C(=C(Cl)Cl)Cl,CCCCCCCCCCC,2.74
C(=C(Cl)Cl)(Cl)Cl,CCCCCCCCCCC,3.23
c1ccc(cc1)[N+](=O)[O-],CCCCCCCCCCC,4.46
CCCCCCCCCCC,CCCCCCCCCCC,5.48
CCCCCCCCCCCC,CCCCCCCCCCC,6.0
c1ccc(c(c1)Cl)Cl,CCCCCCCCCCC,4.35
C(C(Cl)Cl)(Cl)Cl,CCCCCCCCCCC,3.72
C(=C/Cl)\Cl,CCCCCCCCCCC,2.52
C(Br)(Br)Br,CCCCCCCCCCC,3.53
C(CCl)OCCCl,CCCCCCCCCCC,4.23
C(CCl)OOOCCCl,CCCCCCCCCCC,6.31
C=CC#N,CCCCCCCCCCC,1.43
CC(=O)OCc1ccco1,CCCCCCCCCCC,4.34
CCCCC(CCC)O,CCCCC(CCC)O,5.538
[HH],c1ccncc1,-1.31
O=O,c1ccncc1,-0.857
N#N,c1ccncc1,-1.122
[N-]=[N+]=O,c1ccncc1,0.531
[C-]#[O+],c1ccncc1,-0.932
C(=O)=O,c1ccncc1,0.554
C,c1ccncc1,-0.471
CCCCC,c1ccncc1,1.92
CCCCCC,c1ccncc1,2.368
CCCC(C)C,c1ccncc1,2.212
CCCCCCC,c1ccncc1,2.829
CC(C)CC(C)C,c1ccncc1,2.472
CCCCCCCC,c1ccncc1,3.283
CC(C)C(C)C(C)C,c1ccncc1,3.035
CCCCCCCCC,c1ccncc1,3.728
C1CCCCC1,c1ccncc1,2.723
CCC1CCCCC1,c1ccncc1,3.474
C(Cl)(Cl)Cl,c1ccncc1,3.393
C1CCOC1,c1ccncc1,3.185
C1COCCO1,c1ccncc1,3.811
CC(=O)C,c1ccncc1,2.926
CCC(=O)C,c1ccncc1,3.416
CCCCOC(=O)C,c1ccncc1,4.242
CC#N,c1ccncc1,3.25
C[N+](=O)[O-],c1ccncc1,3.695
CO,c1ccncc1,3.383
CCO,c1ccncc1,3.681
CCCO,c1ccncc1,4.101
CCCCO,c1ccncc1,4.558
c1ccccc1,c1ccncc1,3.306
Cc1ccccc1,c1ccncc1,3.755
CCc1ccccc1,c1ccncc1,4.222
c1ccc(cc1)Cl,c1ccncc1,4.269
CCCCCCCCCC,c1ccncc1,4.225
CC(C)O,c1ccncc1,3.636
Cc1ccc(cc1)C,c1ccncc1,4.223
c1ccncc1,c1ccncc1,4.043
CCCCCl,c1ccncc1,3.171
CCCC=C,c1ccncc1,1.98
CC(C)CO,c1ccncc1,4.412
CCC(C)O,c1ccncc1,4.136
CC(C)(C)O,c1ccncc1,3.715
CCCCCC=C,c1ccncc1,3.037
Cc1ccccc1C,c1ccncc1,4.394
CC(C)CCC(C)C,c1ccncc1,2.96
C1CCC=CC1,c1ccncc1,3.019
CC(CCl)Cl,c1ccncc1,3.668
CCCCCOC(=O)C,c1ccncc1,4.712
Cc1cccc(c1)C,c1ccncc1,4.257
c1ccc(cc1)F,c1ccncc1,3.439
c1ccc(cc1)Br,c1ccncc1,4.644
CCCCCCCCCCC,c1ccncc1,4.739
c1ccc(c(c1)Cl)Cl,c1ccncc1,5.177
CCCCCCC(=O)C,c1ccncc1,5.222
c1ccc(cc1)I,c1ccncc1,5.4
CC(C)CC(=O)C,c1ccncc1,4.056
CCCCCC#C,c1ccncc1,3.452
CC(C)Br,c1ccncc1,2.897
[HH],CC(=O)O,-1.199
O=O,CC(=O)O,-0.71
N#N,CC(=O)O,-0.924
[N-]=[N+]=O,CC(=O)O,0.658
[C-]#[O+],CC(=O)O,-0.771
C(=O)=O,CC(=O)O,0.681
C,CC(=O)O,-0.38
CC,CC(=O)O,0.276
CCC,CC(=O)O,0.699
CCCC,CC(=O)O,0.886
CC(C)C,CC(=O)O,0.959
CCCCC,CC(=O)O,1.509
CCCCCC,CC(=O)O,1.957
CCCCCCC,CC(=O)O,2.337
CCCCCCCC,CC(=O)O,2.939
C1CCCC1,CC(=O)O,1.921
C1CCCCC1,CC(=O)O,2.357
C=C,CC(=O)O,0.547
CC=C,CC(=O)O,0.981
C/C=C/C,CC(=O)O,1.672
C=CC=C,CC(=O)O,1.788
C1COCCO1,CC(=O)O,4.296
CCC(=O)C,CC(=O)O,3.585
CC#N,CC(=O)O,2.94
C[N+](=O)[O-],CC(=O)O,3.547
CCO,CC(=O)O,3.81
c1ccccc1,CC(=O)O,2.824
Cc1ccccc1,CC(=O)O,3.357
CC(C)CC(C)(C)C,CC(=O)O,2.268
C1CC1,CC(=O)O,1.227
CC(=C)C,CC(=O)O,1.537
CC(C)(C)Cl,CC(=O)O,2.243
CC(C)(C)Br,CC(=O)O,2.513
S,CC(=O)O,1.096
CCF,CC(=O)O,1.03
ClCl,CC(=O)O,1.472
[O-][O+]=O,CC(=O)O,0.262
P,CC(=O)O,0.504
[HH],CCCCOC(=O)C,-1.103
N#N,CCCCOC(=O)C,-0.799
[N-]=[N+]=O,CCCCOC(=O)C,0.715
[C-]#[O+],CCCCOC(=O)C,-0.641
CCCCC,CCCCOC(=O)C,2.154
CCCCCC,CCCCOC(=O)C,2.63
CCCC(C)C,CCCCOC(=O)C,2.493
CCCCCCC,CCCCOC(=O)C,3.1
CC(C)CC(C)C,CCCCOC(=O)C,2.792
CCCCCCCC,CCCCOC(=O)C,3.558
CC(C)C(C)C(C)C,CCCCOC(=O)C,3.34
CCCCCCCCC,CCCCOC(=O)C,4.024
C1CCCCC1,CCCCOC(=O)C,2.865
CCC1CCCCC1,CCCCOC(=O)C,3.656
C(Cl)(Cl)(Cl)Cl,CCCCOC(=O)C,3.12
CCCCOC(=O)C,CCCCOC(=O)C,4.09
CCCO,CCCCOC(=O)C,3.41
CCCCCO,CCCCOC(=O)C,4.6
CCCCCCO,CCCCOC(=O)C,5.01
c1ccccc1,CCCCOC(=O)C,2.84
Cc1ccccc1,CCCCOC(=O)C,4.03
CCCCCCCCCCCCCCCCCC,CCCCOC(=O)C,8.75
Cc1ccc(cc1)C,CCCCOC(=O)C,4.47
CC(C)CO,CCCCOC(=O)C,3.55
CCC(C)O,CCCCOC(=O)C,3.59
CCCCCC=C,CCCCOC(=O)C,3.14
Cc1ccccc1C,CCCCOC(=O)C,4.56
CC(C)CCO,CCCCOC(=O)C,4.24
C1CCC(CC1)O,CCCCOC(=O)C,5.18
CC(C)CCC(C)C,CCCCOC(=O)C,3.266
Cc1cccc(c1)C,CCCCOC(=O)C,4.44
C=CCCCC=C,CCCCOC(=O)C,3.24
C(C(CCl)O)Cl,CCCCOC(=O)C,5.56
[HH],c1ccc(cc1)N,-1.545
O=O,c1ccc(cc1)N,-1.22
N#N,c1ccc(cc1)N,-1.444
[N-]=[N+]=O,c1ccc(cc1)N,0.149
[C-]#[O+],c1ccc(cc1)N,-1.276
C(=O)=O,c1ccc(cc1)N,0.122
C,c1ccc(cc1)N,-0.772
CC,c1ccc(cc1)N,0.165
CCC,c1ccc(cc1)N,0.579
CCCC,c1ccc(cc1)N,1.024
CC(C)C,c1ccc(cc1)N,0.788
CCCCC,c1ccc(cc1)N,1.324
CCCCCC,c1ccc(cc1)N,1.706
CCCCCCC,c1ccc(cc1)N,2.183
CCCCCCCC,c1ccc(cc1)N,2.585
C1CCCC1,c1ccc(cc1)N,1.871
C1CCCCC1,c1ccc(cc1)N,2.209
CCC1CCCCC1,c1ccc(cc1)N,2.854
C=C,c1ccc(cc1)N,0.109
CC=C,c1ccc(cc1)N,0.789
C=CC=C,c1ccc(cc1)N,1.512
CCCl,c1ccc(cc1)N,1.941
C(Cl)Cl,c1ccc(cc1)N,2.522
C(Cl)(Cl)Cl,c1ccc(cc1)N,2.842
C(Cl)(Cl)(Cl)Cl,c1ccc(cc1)N,2.581
CI,c1ccc(cc1)N,2.249
CCI,c1ccc(cc1)N,2.727
CCOCC,c1ccc(cc1)N,2.767
C1COCCO1,c1ccc(cc1)N,4.159
CC(=O)C,c1ccc(cc1)N,3.031
CCC(=O)C,c1ccc(cc1)N,3.567
CC#N,c1ccc(cc1)N,3.432
C[N+](=O)[O-],c1ccc(cc1)N,3.687
CO,c1ccc(cc1)N,2.828
CCO,c1ccc(cc1)N,3.151
CCCCO,c1ccc(cc1)N,3.947
c1ccccc1,c1ccc(cc1)N,2.988
Cc1ccccc1,c1ccc(cc1)N,3.4
c1ccc(cc1)Cl,c1ccc(cc1)N,3.782
CCBr,c1ccc(cc1)N,2.303
CCOC(=O)C,c1ccc(cc1)N,3.183
CC(C)CC(C)(C)C,c1ccc(cc1)N,2.059
CCCCCl,c1ccc(cc1)N,2.804
CC(C)(C)Cl,c1ccc(cc1)N,2.146
CCCC=C,c1ccc(cc1)N,1.511
CCCCC=C,c1ccc(cc1)N,1.955
CCCCl,c1ccc(cc1)N,2.3
CCCCCC=C,c1ccc(cc1)N,2.376
Cc1ccccc1C,c1ccc(cc1)N,3.956
CC1CCCCC1,c1ccc(cc1)N,2.429
CCC(C)C,c1ccc(cc1)N,1.13
CCCCCCC=C,c1ccc(cc1)N,2.793
C1CCC=CC1,c1ccc(cc1)N,2.56
S,c1ccc(cc1)N,1.248
c1ccc(cc1)N,c1ccc(cc1)N,5.478
CCC=C(C)C,c1ccc(cc1)N,2.042
CCC(=C)C,c1ccc(cc1)N,1.458
CCCC(=C)C,c1ccc(cc1)N,1.965
[HH],CCOCCO,-1.243
CC(C)C,CCOCCO,1.061
CCCCCC,CCOCCO,2.221
CCCCCCC,CCOCCO,2.637
CCCCCCCC,CCOCCO,3.049
CCCCCCCCC,CCOCCO,3.468
C1CCCCC1,CCOCCO,2.559
CC(=O)OC,CCOCCO,2.703
CCCOC(=O)C,CCOCCO,3.45
CO,CCOCCO,3.179
CCO,CCOCCO,3.346
CCCO,CCOCCO,3.91
c1ccccc1,CCOCCO,3.025
Cc1ccccc1,CCOCCO,3.446
CCc1ccccc1,CCOCCO,3.801
c1ccc(cc1)Cl,CCOCCO,3.976
CCCCCCCCCC,CCOCCO,3.81
CC(C)O,CCOCCO,3.571
Cc1ccc(cc1)C,CCOCCO,3.808
CCOC(=O)C,CCOCCO,3.037
CC(C)(C)Cl,CCOCCO,2.434
CC1CCCC1,CCOCCO,2.401
Cc1ccccc1C,CCOCCO,3.961
CC1CCCCC1,CCOCCO,2.78
C1CCC=CC1,CCOCCO,2.734
COC=O,CCOCCO,2.256
CCC(=O)OCC,CCOCCO,3.36
Cc1cccc(c1)C,CCOCCO,3.838
c1ccc(cc1)F,CCOCCO,3.214
c1ccc(cc1)Br,CCOCCO,4.359
CCCCCCCCCCC,CCOCCO,4.185
CCOCCO,CCOCCO,4.569
c1ccc(c(c1)Cl)Cl,CCOCCO,4.849
C1CCCCCCC1,CCOCCO,3.603
C=CCCCCC=C,CCOCCO,3.2
C=CC1CCC=CC1,CCOCCO,3.431
Cc1ccc(cc1)C(C)C,CCOCCO,4.383
[HH],CCCCCCCCCO,-1.318
O=O,CCCCCCCCCO,-0.78
N#N,CCCCCCCCCO,-1.043
C,CCCCCCCCCO,-0.388
C(F)(F)(F)F,CCCCCCCCCO,-0.967
CCCC#N,CCCCCCCCCO,2.987
CCCCCCCCO,CCCCCCCCCO,6.197
CCCCCCCCCO,CCCCCCCCCO,6.609
FS(F)(F)(F)(F)F,CCCCCCCCCO,-0.318
CCCCCCCCCCO,CCCCCCCCCO,7.066
O=O,c1ccc(cc1)F,-0.41
CCCCCCCC,c1ccc(cc1)F,3.78
C1COCCO1,c1ccc(cc1)F,3.78
CCC(=O)C,c1ccc(cc1)F,3.4
C[N+](=O)[O-],c1ccc(cc1)F,3.28
CCO,c1ccc(cc1)F,2.38
Cc1ccccc1,c1ccc(cc1)F,3.83
c1ccc(cc1)F,c1ccc(cc1)F,3.4
[HH],CCCCCCCCCCO,-1.34
O=O,CCCCCCCCCCO,-0.801
N#N,CCCCCCCCCCO,-1.067
[N-]=[N+]=O,CCCCCCCCCCO,0.4
[C-]#[O+],CCCCCCCCCCO,-0.909
C(=O)=O,CCCCCCCCCCO,0.096
C,CCCCCCCCCCO,-0.408
CCCCCCCC,CCCCCCCCCCO,3.324
C1CCCCC1,CCCCCCCCCCO,2.504
C(F)(F)(F)F,CCCCCCCCCCO,-0.994
CCOCC,CCCCCCCCCCO,2.15
CC(C)OC(C)C,CCCCCCCCCCO,2.517
CC(C)(C)OC,CCCCCCCCCCO,2.734
CCCC#N,CCCCCCCCCCO,2.87
CO,CCCCCCCCCCO,2.53
CCO,CCCCCCCCCCO,3.003
CCCO,CCCCCCCCCCO,3.515
CCCCO,CCCCCCCCCCO,4.195
CCCCCO,CCCCCCCCCCO,4.681
CCCCCCO,CCCCCCCCCCO,5.124
CCCCCCCCCO,CCCCCCCCCCO,6.57
FS(F)(F)(F)(F)F,CCCCCCCCCCO,-0.344
c1ccccc1,CCCCCCCCCCO,2.635
CC(C)O,CCCCCCCCCCO,3.29
CC(C)CC(C)(C)C,CCCCCCCCCCO,2.86
CCCCCl,CCCCCCCCCCO,2.69
CCCCCCCCCCO,CCCCCCCCCCO,7.03
CC(C)CO,CCCCCCCCCCO,3.981
CCC(C)O,CCCCCCCCCCO,3.896
CCCCBr,CCCCCCCCCCO,3.07
CC(C)CCO,CCCCCCCCCCO,4.528
C1CCC(CC1)O,CCCCCCCCCCO,5.487
C(CCl)O,CCCCCCCCCCO,4.2
C(CCl)C(O)Cl,CCCCCCCCCCO,5.13
CCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCO,11.167
CCCCCCCCCCCO,CCCCCCCCCCO,7.53
[HH],CCCCC(CC)CO,-1.205
CCCCC(CC)CO,CCCCC(CC)CO,2.925
[C-]#[O+],CC(=O)N(C)C,-0.99
O=S=O,CC(=O)N(C)C,2.58
CC,CC(=O)N(C)C,0.35
CCC,CC(=O)N(C)C,0.8
CCCC,CC(=O)N(C)C,1.28
CCCCC,CC(=O)N(C)C,1.7
CCCCCC,CC(=O)N(C)C,2.1
CCCC(C)C,CC(=O)N(C)C,1.94
CCCCCCC,CC(=O)N(C)C,2.55
CC(C)CC(C)C,CC(=O)N(C)C,2.17
CCCCCCCC,CC(=O)N(C)C,2.89
CC(C)C(C)C(C)C,CC(=O)N(C)C,2.7
CCCCCCCCC,CC(=O)N(C)C,3.3
C1CCCCC1,CC(=O)N(C)C,2.49
CCC1CCCCC1,CC(=O)N(C)C,3.08
C=C,CC(=O)N(C)C,0.33
C/C=C/C,CC(=O)N(C)C,1.59
C=CC=C,CC(=O)N(C)C,1.88
CCCl,CC(=O)N(C)C,2.15
C(Cl)Cl,CC(=O)N(C)C,3.18
C(Cl)(Cl)Cl,CC(=O)N(C)C,3.8
C(Cl)(Cl)(Cl)Cl,CC(=O)N(C)C,3.31
CI,CC(=O)N(C)C,2.66
CCI,CC(=O)N(C)C,2.91
CCOCC,CC(=O)N(C)C,2.06
CC(C)OC(C)C,CC(=O)N(C)C,2.5
CCOC(C)(C)C,CC(=O)N(C)C,2.59
CCC(C)(C)OC,CC(=O)N(C)C,2.87
CC(C)(C)OC,CC(=O)N(C)C,2.41
C1CCOC1,CC(=O)N(C)C,2.9
C1COCCO1,CC(=O)N(C)C,3.66
CC(=O)C,CC(=O)N(C)C,2.89
CCC(=O)C,CC(=O)N(C)C,3.28
CC(=O)OC,CC(=O)N(C)C,2.76
CCCOC(=O)C,CC(=O)N(C)C,3.46
CCCCOC(=O)C,CC(=O)N(C)C,3.84
CC#N,CC(=O)N(C)C,3.52
CCC#N,CC(=O)N(C)C,3.66
C[N+](=O)[O-],CC(=O)N(C)C,4.02
CO,CC(=O)N(C)C,3.58
CCO,CC(=O)N(C)C,3.82
CCCCO,CC(=O)N(C)C,4.57
C(C(F)(F)F)O,CC(=O)N(C)C,4.99
FS(F)(F)(F)(F)F,CC(=O)N(C)C,-0.56
c1ccccc1,CC(=O)N(C)C,3.27
Cc1ccccc1,CC(=O)N(C)C,3.65
CCc1ccccc1,CC(=O)N(C)C,4.0
c1ccc(cc1)Cl,CC(=O)N(C)C,3.67
CCBr,CC(=O)N(C)C,2.52
CC(C)O,CC(=O)N(C)C,3.88
c1ccncc1,CC(=O)N(C)C,4.22
CCOC(=O)C,CC(=O)N(C)C,3.05
CC(C)(C)Cl,CC(=O)N(C)C,2.27
CC(C)(C)Br,CC(=O)N(C)C,2.58
CCCC=C,CC(=O)N(C)C,1.72
CC(C)C=C,CC(=O)N(C)C,1.56
CC(=C)C=C,CC(=O)N(C)C,2.12
C(CCl)Cl,CC(=O)N(C)C,3.67
CC(C)CO,CC(=O)N(C)C,4.43
CCC(C)O,CC(=O)N(C)C,4.32
CC1CCCCC1,CC(=O)N(C)C,2.7
CC(C)CCC(C)C,CC(=O)N(C)C,2.58
CCC(C)C,CC(=O)N(C)C,1.45
CC=C(C)C,CC(=O)N(C)C,1.89
C1CCC=CC1,CC(=O)N(C)C,2.55
C(=C(Cl)Cl)Cl,CC(=O)N(C)C,3.52
COC=O,CC(=O)N(C)C,2.5
S,CC(=O)N(C)C,1.65
CC(C)CC(=O)C,CC(=O)N(C)C,3.84
C/C=C\C=C,CC(=O)N(C)C,2.29
C/C=C/C=C,CC(=O)N(C)C,2.25
CC=O,CC(=O)N(C)C,2.36
CC(C)C=O,CC(=O)N(C)C,2.96
C=CCO,CC(=O)N(C)C,3.44
c1ccoc1,CC(=O)N(C)C,2.73
CC(=O)N(C)C,CC(=O)N(C)C,4.96
CC(C)OC(C)(C)C,CC(=O)N(C)C,2.75
CCCCC,CCCCCl,2.356
CCCCCC,CCCCCl,2.828
CCCCCCC,CCCCCl,3.378
C1CCCCC1,CCCCCl,3.062
C(Cl)Cl,CCCCCl,2.599
C(Cl)(Cl)Cl,CCCCCl,2.987
C(Cl)(Cl)(Cl)Cl,CCCCCl,3.143
CI,CCCCCl,2.524
CCI,CCCCCl,3.008
CCOCC,CCCCCl,2.487
CCCOCCC,CCCCCl,3.429
CC(C)OC(C)C,CCCCCl,3.023
C1COCCO1,CCCCCl,3.519
CC(=O)C,CCCCCl,2.654
CC#N,CCCCCl,2.662
CCN(CC)CC,CCCCCl,3.351
C[N+](=O)[O-],CCCCCl,2.975
CCO,CCCCCl,2.254
CCCCO,CCCCCl,3.375
CCCCCCO,CCCCCl,4.385
CCCCCCCCO,CCCCCl,5.292
c1ccccc1,CCCCCl,3.267
Cc1ccccc1,CCCCCl,3.776
c1ccc(cc1)Cl,CCCCCl,4.098
CCBr,CCCCCl,2.565
CCOC(=O)C,CCCCCl,3.172
CC(C)CC(C)(C)C,CCCCCl,3.354
CCCCCl,CCCCCl,3.243
C(CCl)Cl,CCCCCl,3.242
CCCCl,CCCCCl,2.702
CC(C)CO,CCCCCl,3.231
CCC(C)O,CCCCCl,3.06
CC(C)(C)O,CCCCCl,2.798
CC(Cl)(Cl)Cl,CCCCCl,3.174
C1CCC=CC1,CCCCCl,3.2
C1CCC(=O)C1,CCCCCl,4.0
CC(=C)CC(C)(C)C,CCCCCl,3.484
c1ccc(cc1)N,CCCCCl,4.887
II,CCCCCl,4.134
c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,CCCCCl,7.792
CCC(C)Cl,CCCCCl,3.052
CCCCOC,CCCCCl,3.119
CCOCOCC,CCCCCl,3.42
COCCOC,CCCCCl,3.376
CN(C)/C(=N\c1ccc(c(c1)Cl)Cl)/O,CCCCCl,9.755
[HH],CCCCO,-1.15
O=O,CCCCO,-0.68
N#N,CCCCO,-0.91
[N-]=[N+]=O,CCCCO,0.4
C(=O)=O,CCCCO,0.29
C,CCCCO,-0.31
CC,CCCCO,0.46
CCC,CCCCO,0.99
CCCC,CCCCO,1.37
CC(C)C,CCCCO,1.4
CCCCC,CCCCO,1.98
CCCCCC,CCCCO,2.44
CCCC(C)C,CCCCO,2.29
CCCCCCC,CCCCO,2.88
CC(C)CC(C)C,CCCCO,2.562
CCCCCCCC,CCCCO,3.26
CC(C)C(C)C(C)C,CCCCO,3.101
C1CCCCC1,CCCCO,2.73
CCC1CCCCC1,CCCCO,3.442
C=C,CCCCO,0.34
CC=C,CCCCO,1.03
C/C=C/C,CCCCO,1.57
C/C=C\C,CCCCO,1.63
C=CC=C,CCCCO,1.55
C#C,CCCCO,0.6
C(F)(F)(F)F,CCCCO,-0.81
CCCl,CCCCO,1.83
C(Cl)Cl,CCCCO,2.41
C(Cl)(Cl)Cl,CCCCO,2.95
C(Cl)(Cl)(Cl)Cl,CCCCO,2.84
CI,CCCCO,2.23
CCI,CCCCO,2.65
CC(F)F,CCCCO,1.0
COC,CCCCO,1.5
CCOCC,CCCCO,2.27
CCCOCCC,CCCCO,3.03
CC(C)OC(C)C,CCCCO,2.75
CCCCOCCCC,CCCCO,3.92
C1COCCO1,CCCCO,3.35
CC(=O)C,CCCCO,2.57
CCC(=O)C,CCCCO,3.02
CC#N,CCCCO,2.6
CCC#N,CCCCO,2.94
CCCC#N,CCCCO,3.39
N,CCCCO,1.76
CCN(CC)CC,CCCCO,3.56
C[N+](=O)[O-],CCCCO,2.82
CO,CCCCO,3.02
CCO,CCCCO,3.56
CCCO,CCCCO,3.83
CCCCO,CCCCO,4.47
CCCCCO,CCCCO,4.96
FS(F)(F)(F)(F)F,CCCCO,-0.19
c1ccccc1,CCCCO,2.87
Cc1ccccc1,CCCCO,3.31
CCc1ccccc1,CCCCO,3.648
CCBr,CCCCO,2.22
CN(C)C,CCCCO,2.13
CC(C)O,CCCCO,3.68
C(=S)=S,CCCCO,2.26
c1ccncc1,CCCCO,3.95
CCOC(=O)C,CCCCO,2.91
C1CC1,CCCCO,1.26
CCC=C,CCCCO,1.47
CC(=C)C,CCCCO,1.59
CC(C)(C)Cl,CCCCO,2.17
CC(C)(C)Br,CCCCO,2.42
C(C(F)(Cl)Cl)(F)(Cl)Cl,CCCCO,2.71
c1ccc(cc1)CCl,CCCCO,4.47
c1ccc(cc1)CBr,CCCCO,4.67
Cc1cccnc1,CCCCO,4.7
[2H][2H],CCCCO,-1.12
CCC(C)CC,CCCCO,2.34
CCC(C)(C)C,CCCCO,2.12
CC(C)C(C)C,CCCCO,2.25
CCCC=C,CCCCO,1.94
CC(C)C=C,CCCCO,1.83
CCCCC=C,CCCCO,2.36
CC(=C)C=C,CCCCO,2.12
C(CCl)Cl,CCCCO,2.92
CCCCl,CCCCO,2.32
C=CC=O,CCCCO,2.35
CN,CCCCO,2.12
CC(=O)O,CCCCO,4.35
CC(C)CO,CCCCO,4.21
CCC(C)O,CCCCO,4.03
CC(C)(C)O,CCCCO,3.76
c1(c(c(c(c(c1F)F)F)F)F)F,CCCCO,2.54
[HH],CCCCCCCCC,-1.022
O=O,CCCCCCCCC,-0.536
N#N,CCCCCCCCC,-0.741
C,CCCCCCCCC,-0.148
CC,CCCCCCCCC,0.683
CCC,CCCCCCCCC,1.255
CCCC,CCCCCCCCC,1.808
CC(C)C,CCCCCCCCC,1.659
CCCCC,CCCCCCCCC,2.33
CCCCCC,CCCCCCCCC,2.83
CCCC(C)C,CCCCCCCCC,2.69
CCCCCCC,CCCCCCCCC,3.34
CC(C)CC(C)C,CCCCCCCCC,3.0
CCCCCCCC,CCCCCCCCC,3.82
CC(C)C(C)C(C)C,CCCCCCCCC,3.57
CCCCCCCCC,CCCCCCCCC,4.38
C1CCCCC1,CCCCCCCCC,3.03
CCC1CCCCC1,CCCCCCCCC,3.9
C=C,CCCCCCCCC,0.426
CC=C,CCCCCCCCC,1.241
C(F)(F)(F)F,CCCCCCCCC,-0.589
FS(F)(F)(F)(F)F,CCCCCCCCC,0.102
CCC=C,CCCCCCCCC,1.781
CC(=C)C,CCCCCCCCC,1.751
CC(C)CCC(C)C,CCCCCCCCC,3.51
CCCCC,CC#N,1.605
CCCCCC,CC#N,1.92
CCCC(C)C,CC#N,1.818
CCCCCCC,CC#N,2.289
CC(C)CC(C)C,CC#N,2.027
CCCCCCCC,CC#N,2.648
CC(C)C(C)C(C)C,CC#N,2.51
CCCCCCCCC,CC#N,3.02
C1CCCCC1,CC#N,2.208
CCC1CCCCC1,CC#N,2.817
C1COCCO1,CC#N,3.839
CCC(=O)C,CC#N,3.502
CCO,CC#N,3.179
Cc1ccccc1,CC#N,3.465
CC(C)CCC(C)C,CC#N,2.392
[HH],CC(=O)C,-1.0
O=O,CC(=O)C,-0.56
N#N,CC(=O)C,-0.75
[N-]=[N+]=O,CC(=O)C,0.77
[C-]#[O+],CC(=O)C,-0.59
C(=O)=O,CC(=O)C,0.79
O=S=O,CC(=O)C,2.58
C,CC(=O)C,-0.22
CC,CC(=O)C,0.5
CCC,CC(=O)C,1.0
CCCC,CC(=O)C,1.56
CC(C)C,CC(=O)C,1.37
CCCCC,CC(=O)C,1.98
CC(C)(C)C,CC(=O)C,1.63
CCCCCC,CC(=O)C,2.37
