solute,solvent,Gsolv
CCC(C)=O,C1=CC=CC=C1,-4.46015
C[N+]([O-])=O,C1=CC=CC=C1,-4.4998
CCCCCCCC,C1=CC=C(C=C1)CO,-3.8096
Cc1ccccc1,C1=CC=C(C=C1)CO,-4.52555
CCO,C1=CC=C(C=C1)CO,-4.786
C1COCCO1,C1=CC=C(C=C1)CO,-5.42075
CCC(C)=O,C1=CC=C(C=C1)CO,-4.6014
C[N+]([O-])=O,C1=CC=C(C=C1)CO,-4.5044
CCCCCCCC,C1=CC=C(C=C1)Br,-5.045775
Cc1ccccc1,C1=CC=C(C=C1)Br,-5.154766667
CCO,C1=CC=C(C=C1)Br,-3.125566667
C1COCCO1,C1=CC=C(C=C1)Br,-5.0821
CCC(C)=O,C1=CC=C(C=C1)Br,-4.379033333
C[N+]([O-])=O,C1=CC=C(C=C1)Br,-4.187866667
CCCCCCCC,CCBr,-5.393833333
Cc1ccccc1,CCBr,-5.44215
C1COCCO1,CCBr,-5.2103
C[N+]([O-])=O,CCBr,-4.49005
CCCCCCCC,CCCCO,-4.487666667
Cc1ccccc1,CCCCO,-4.517
CCO,CCCCO,-4.8984
CCC(C)=O,CCCCO,-4.12618
C[N+]([O-])=O,CCCCO,-3.8754
CCCCCCCC,CCC(=O)C,-4.690666667
Cc1ccccc1,CCC(=O)C,-5.07385
CCO,CCC(=O)C,-4.35625
C1COCCO1,CCC(=O)C,-5.015
C[N+]([O-])=O,CCC(=O)C,-5.1133
CCCCCCCC,C(=S)=S,-5.526775
Cc1ccccc1,C(=S)=S,-5.32895
CCO,C(=S)=S,-2.709
C1COCCO1,C(=S)=S,-4.6155
CC(C)=O,C(=S)=S,-3.3949
CCC(C)=O,C(=S)=S,-3.84005
C[N+]([O-])=O,C(=S)=S,-3.25355
CCCCCCCC,ClC(Cl)(Cl)Cl,-5.45364
CC(C)=C,ClC(Cl)(Cl)Cl,-2.44105
CCC=C,ClC(Cl)(Cl)Cl,-2.4976
Cc1ccccc1,ClC(Cl)(Cl)Cl,-5.177533333
CCO,ClC(Cl)(Cl)Cl,-2.967775
C1COCCO1,ClC(Cl)(Cl)Cl,-4.948733333
CCC(C)=O,ClC(Cl)(Cl)Cl,-4.08475
O,ClC(Cl)(Cl)Cl,-1.15434
C[N+]([O-])=O,ClC(Cl)(Cl)Cl,-3.486466667
CCCCCCCC,C1=CC=C(C=C1)Cl,-5.21298
Cc1ccccc1,C1=CC=C(C=C1)Cl,-5.200666667
CCO,C1=CC=C(C=C1)Cl,-3.184
C1COCCO1,C1=CC=C(C=C1)Cl,-5.065233333
CCC(C)=O,C1=CC=C(C=C1)Cl,-4.479433333
C[N+]([O-])=O,C1=CC=C(C=C1)Cl,-4.240933333
CCCCCCCC,C(Cl)(Cl)Cl,-5.32094
C1CCCCC1,C(Cl)(Cl)Cl,-4.3267
Cc1ccccc1,C(Cl)(Cl)Cl,-5.528266667
CO,C(Cl)(Cl)Cl,-3.2669
CCO,C(Cl)(Cl)Cl,-3.956466667
C1COCCO1,C(Cl)(Cl)Cl,-6.108233333
CC(C)=O,C(Cl)(Cl)Cl,-4.666566667
CCC(C)=O,C(Cl)(Cl)Cl,-5.434
C[N+]([O-])=O,C(Cl)(Cl)Cl,-4.642833333
CCCCC,C1CCCCC1,-3.3362
CCCCCCCC,C1CCCCC1,-5.540425
c1ccccc1,C1CCCCC1,-4.20565
Cc1ccccc1,C1CCCCC1,-4.8943
CCO,C1CCCCC1,-2.322433333
C1COCCO1,C1CCCCC1,-4.15005
CCC(C)=O,C1CCCCC1,-3.4745
O,C1CCCCC1,-0.539328571
C[N+]([O-])=O,C1CCCCC1,-2.81155
CCCCCCCC,C1CCC(=O)CC1,-4.62632
Cc1ccccc1,C1CCC(=O)CC1,-5.1335
CCO,C1CCC(=O)CC1,-4.3428
C1COCCO1,C1CCC(=O)CC1,-4.976666667
CCC(C)=O,C1CCC(=O)CC1,-4.465066667
C[N+]([O-])=O,C1CCC(=O)CC1,-5.072966667
CCCCCCCC,CCCCCCCCCC,-5.19598
Cc1ccccc1,CCCCCCCCCC,-4.663866667
CCO,CCCCCCCCCC,-2.254166667
C1COCCO1,CCCCCCCCCC,-3.966266667
CC(C)=O,CCCCCCCCCC,-2.46475
CCC(C)=O,CCCCCCCCCC,-3.2568
C[N+]([O-])=O,CCCCCCCCCC,-2.6876
CCCCCCCC,CCCCOCCCC,-5.24838
Cc1ccccc1,CCCCOCCCC,-4.87905
CCO,CCCCOCCCC,-3.3235
C1COCCO1,CCCCOCCCC,-4.307025
CCC(C)=O,CCCCOCCCC,-3.73235
C[N+]([O-])=O,CCCCOCCCC,-3.56975
CCCCCCCC,CCOCC,-5.407675
Cc1ccccc1,CCOCC,-5.1199
CCO,CCOCC,-4.41695
C1COCCO1,CCOCC,-4.6246
CCC(C)=O,CCOCC,-4.112433333
C[N+]([O-])=O,CCOCC,-4.2099
CCCCCCCC,CC(C)OC(C)C,-5.293133333
Cc1ccccc1,CC(C)OC(C)C,-4.8933
CCO,CC(C)OC(C)C,-3.77455
C1COCCO1,CC(C)OC(C)C,-4.39315
CCC(C)=O,CC(C)OC(C)C,-3.91015
C[N+]([O-])=O,CC(C)OC(C)C,-3.8691
CCCCCCCC,CC(=O)N(C)C,-3.955066667
Cc1ccccc1,CC(=O)N(C)C,-4.90796
CCO,CC(=O)N(C)C,-5.23802
C1COCCO1,CC(=O)N(C)C,-4.98368
CCC(C)=O,CC(=O)N(C)C,-4.47892
C[N+]([O-])=O,CC(=O)N(C)C,-5.515125
CCCCCCCC,CN(C)C=O,-3.753666667
Cc1ccccc1,CN(C)C=O,-4.887042857
CCO,CN(C)C=O,-5.1027
C1COCCO1,CN(C)C=O,-5.0597
CCC(C)=O,CN(C)C=O,-4.5598
C[N+]([O-])=O,CN(C)C=O,-5.57885
CCCCCCCC,CS(=O)C,-2.7859
Cc1ccccc1,CS(=O)C,-4.526533333
CCO,CS(=O)C,-5.239066667
C1COCCO1,CS(=O)C,-4.841933333
CCC(C)=O,CS(=O)C,-4.18555
C[N+]([O-])=O,CS(=O)C,-5.6256
CCCCCCCC,CCO,-4.297716667
Cc1ccccc1,CCO,-4.4609
C1COCCO1,CCO,-4.68405
CCC(C)=O,CCO,-4.29898
C[N+]([O-])=O,CCO,-4.258975
CCCCCCCC,CCOC1=CC=CC=C1,-4.772366667
Cc1ccccc1,CCOC1=CC=CC=C1,-5.02195
CCO,CCOC1=CC=CC=C1,-3.35585
C1COCCO1,CCOC1=CC=CC=C1,-4.8487
CCC(C)=O,CCOC1=CC=CC=C1,-4.26925
C[N+]([O-])=O,CCOC1=CC=CC=C1,-4.3921
CCCCCCCC,CCOC(=O)C,-4.7092
Cc1ccccc1,CCOC(=O)C,-5.03705
CCO,CCOC(=O)C,-4.131825
C1COCCO1,CCOC(=O)C,-5.012425
C[N+]([O-])=O,CCOC(=O)C,-4.960025
CCCCCCCC,C1=CC=C(C=C1)F,-5.1135
Cc1ccccc1,C1=CC=C(C=C1)F,-5.239633333
CCO,C1=CC=C(C=C1)F,-3.317466667
C1COCCO1,C1=CC=C(C=C1)F,-5.1635
CCC(C)=O,C1=CC=C(C=C1)F,-4.625133333
C[N+]([O-])=O,C1=CC=C(C=C1)F,-4.5287
c1ccccc1,CCCCCCC,-4.004342857
Cc1ccccc1,CCCCCCC,-4.7369
Cc1ccc(C)cc1,CCCCCCC,-5.4458
CCO,CCCCCCC,-2.196483333
CCCO,CCCCCCC,-2.9698
CCCCO,CCCCCCC,-3.718925
CCCCCO,CCCCCCC,-4.48225
CCCCCCO,CCCCCCC,-5.2735
CC(C)=O,CCCCCCC,-2.5696
CCC(C)=O,CCCCCCC,-3.390033333
c1ccccc1,CCCCCCCO,-3.833666667
C,CCCCCCCCCCCCCCCC,0.451357143
CC,CCCCCCCCCCCCCCCC,-0.65508
CCC,CCCCCCCCCCCCCCCC,-1.419628571
CCCC,CCCCCCCCCCCCCCCC,-2.205025
CCCCC,CCCCCCCCCCCCCCCC,-2.933666667
CCCCCC,CCCCCCCCCCCCCCCC,-3.639358333
CCCCCCC,CCCCCCCCCCCCCCCC,-4.336866667
CCCCCCCC,CCCCCCCCCCCCCCCC,-5.0127
CC(C)C,CCCCCCCCCCCCCCCC,-1.90775
CCCC(C)C,CCCCCCCCCCCCCCCC,-3.446466667
CC(C)CC(C)C,CCCCCCCCCCCCCCCC,-3.849425
CC(C)CC(C)(C)C,CCCCCCCCCCCCCCCC,-4.2573
C1CCCC1,CCCCCCCCCCCCCCCC,-3.314833333
C1CCCCC1,CCCCCCCCCCCCCCCC,-3.972022222
C=C,CCCCCCCCCCCCCCCC,-0.393
CC=C,CCCCCCCCCCCCCCCC,-1.3164
C=CC=C,CCCCCCCCCCCCCCCC,-2.1049
CCCCC=C,CCCCCCCCCCCCCCCC,-3.5131
CC#C,CCCCCCCCCCCCCCCC,-1.3978
c1ccccc1,CCCCCCCCCCCCCCCC,-3.818583333
Cc1ccccc1,CCCCCCCCCCCCCCCC,-4.5698
CCc1ccccc1,CCCCCCCCCCCCCCCC,-5.1624
Cc1ccccc1C,CCCCCCCCCCCCCCCC,-5.3782
Cc1cccc(C)c1,CCCCCCCCCCCCCCCC,-5.2674
Cc1ccc(C)cc1,CCCCCCCCCCCCCCCC,-5.2685
CCO,CCCCCCCCCCCCCCCC,-1.97328
CCCO,CCCCCCCCCCCCCCCC,-2.695533333
CC(C)O,CCCCCCCCCCCCCCCC,-2.374033333
CCCCO,CCCCCCCCCCCCCCCC,-3.458
CCCCCO,CCCCCCCCCCCCCCCC,-4.0763
CCCCCCO,CCCCCCCCCCCCCCCC,-4.8948
Cc1cccc(O)c1,CCCCCCCCCCCCCCCC,-5.7284
CCCCCCCO,CCCCCCCCCCCCCCCC,-5.4262
C1CCOC1,CCCCCCCCCCCCCCCC,-3.42995
C1COCCO1,CCCCCCCCCCCCCCCC,-3.811266667
CCOCC,CCCCCCCCCCCCCCCC,-2.7878
COc1ccccc1,CCCCCCCCCCCCCCCC,-5.21265
CC=O,CCCCCCCCCCCCCCCC,-1.515
CCC=O,CCCCCCCCCCCCCCCC,-2.405833333
CCCC=O,CCCCCCCCCCCCCCCC,-3.1777
O=Cc1ccccc1,CCCCCCCCCCCCCCCC,-5.3659
CC(C)=O,CCCCCCCCCCCCCCCC,-2.300525
CCC(C)=O,CCCCCCCCCCCCCCCC,-3.07924
O=C1CCCC1,CCCCCCCCCCCCCCCC,-4.21755
CCCC(C)=O,CCCCCCCCCCCCCCCC,-3.744533333
CCC(=O)CC,CCCCCCCCCCCCCCCC,-3.72715
CCCCC(C)=O,CCCCCCCCCCCCCCCC,-4.3927
CCCCCC(C)=O,CCCCCCCCCCCCCCCC,-5.0631
CC(=O)c1ccccc1,CCCCCCCCCCCCCCCC,-6.0407
COC=O,CCCCCCCCCCCCCCCC,-1.94235
CCOC=O,CCCCCCCCCCCCCCCC,-2.5466
COC(C)=O,CCCCCCCCCCCCCCCC,-2.63015
CCOC(C)=O,CCCCCCCCCCCCCCCC,-3.234266667
CCCOC(C)=O,CCCCCCCCCCCCCCCC,-3.90435
CCCCOC(=O)C,CCCCCCCCCCCCCCCC,-4.52165
CCCCCOC(C)=O,CCCCCCCCCCCCCCCC,-5.2356
CCN,CCCCCCCCCCCCCCCC,-2.2166
CCCN,CCCCCCCCCCCCCCCC,-2.8239
CCNCC,CCCCCCCCCCCCCCCC,-3.2383
c1ccncc1,CCCCCCCCCCCCCCCC,-4.0379
Nc1ccccc1,CCCCCCCCCCCCCCCC,-5.3612
CNc1ccccc1,CCCCCCCCCCCCCCCC,-6.0595
CC#N,CCCCCCCCCCCCCCCC,-2.04405
CCC#N,CCCCCCCCCCCCCCCC,-2.6444
CCCC#N,CCCCCCCCCCCCCCCC,-3.3198
CC[N+]([O-])=O,CCCCCCCCCCCCCCCC,-3.16535
CCC[N+]([O-])=O,CCCCCCCCCCCCCCCC,-3.7917
[O-][N+](=O)c1ccccc1,CCCCCCCCCCCCCCCC,-6.1183
Fc1ccccc1,CCCCCCCCCCCCCCCC,-3.805
ClCCl,CCCCCCCCCCCCCCCC,-2.7246
ClC(Cl)Cl,CCCCCCCCCCCCCCCC,-3.3783
CC(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,-3.6688
CCCCl,CCCCCCCCCCCCCCCC,-3.0143
Clc1ccccc1,CCCCCCCCCCCCCCCC,-4.9425
Clc1ccccc1Cl,CCCCCCCCCCCCCCCC,-6.04
BrCBr,CCCCCCCCCCCCCCCC,-3.8661
Brc1ccccc1,CCCCCCCCCCCCCCCC,-5.4747
ClC(Cl)=C(Cl)Cl,CCCCCCCCCCCCCCCC,-4.8819
O,CCCCCCCCCCCCCCCC,-0.4155
S,CCCCCCCCCCCCCCCC,-0.8835
CCCCCCCCO,CCCCCCCCCCCCCCCC,-6.1689
CCCCCCCC=O,CCCCCCCCCCCCCCCC,-5.8159
C1CCOCC1,CCCCCCCCCCCCCCCC,-3.8863
C[N+]([O-])=O,CCCCCCCCCCCCCCCC,-2.518566667
Ic1ccccc1,CCCCCCCCCCCCCCCC,-6.1139
CCCCCCCC,CCCCCC,-5.42454
c1ccccc1,CCCCCC,-4.03095
Cc1ccccc1,CCCCCC,-4.778433333
CO,CCCCCC,-1.5111
CCCO,CCCCCC,-2.99295
C1COCCO1,CCCCCC,-4.062866667
CC(C)=O,CCCCCC,-2.6792
CCC(C)=O,CCCCCC,-3.430075
CCOC(C)=O,CCCCCC,-3.6092
C[N+]([O-])=O,CCCCCC,-2.7954
CCCCCCCC,C1=CC=C(C=C1)I,-4.743233333
Cc1ccccc1,C1=CC=C(C=C1)I,-5.028033333
CCO,C1=CC=C(C=C1)I,-3.036633333
C1COCCO1,C1=CC=C(C=C1)I,-4.939
CCC(C)=O,C1=CC=C(C=C1)I,-4.216266667
C[N+]([O-])=O,C1=CC=C(C=C1)I,-4.0387
CCCCC,CC(C)CC(C)(C)C,-3.243466667
CCCCCCCC,CC(C)CC(C)(C)C,-5.31634
Cc1ccccc1,CC(C)CC(C)(C)C,-4.664366667
CCO,CC(C)CC(C)(C)C,-2.364866667
C1COCCO1,CC(C)CC(C)(C)C,-4.006966667
CCC(C)=O,CC(C)CC(C)(C)C,-3.386366667
C[N+]([O-])=O,CC(C)CC(C)(C)C,-2.739266667
CCCCCCCC,CC(C)O,-4.40365
Cc1ccccc1,CC(C)O,-4.378316667
CCO,CC(C)O,-4.94461
C1COCCO1,CC(C)O,-4.55285
CCC(C)=O,CC(C)O,-4.138275
C[N+]([O-])=O,CC(C)O,-3.9189
CCCCCCCC,CC1=CC(O)=CC=C1,-4.08095
Cc1ccccc1,CC1=CC(O)=CC=C1,-4.6251
CCO,CC1=CC(O)=CC=C1,-5.5277
C1COCCO1,CC1=CC(O)=CC=C1,-6.8189
CCC(C)=O,CC1=CC(O)=CC=C1,-5.9782
C[N+]([O-])=O,CC1=CC(O)=CC=C1,-4.67895
CCCCCCCC,COCCO,-3.76232
Cc1ccccc1,COCCO,-4.55285
CCO,COCCO,-4.788366667
C1COCCO1,COCCO,-4.919633333
CCC(C)=O,COCCO,-4.293366667
C[N+]([O-])=O,COCCO,-4.9976
CCCCCCCC,C(Cl)Cl,-5.08356
Cc1ccccc1,C(Cl)Cl,-5.495066667
CCO,C(Cl)Cl,-3.7478
C[N+]([O-])=O,C(Cl)Cl,-4.976433333
CCCCCCCC,CNC=O,-3.33798
Cc1ccccc1,CNC=O,-4.3507
CCO,CNC=O,-4.955533333
C1COCCO1,CNC=O,-4.868366667
CCC(C)=O,CNC=O,-4.302466667
C[N+]([O-])=O,CNC=O,-5.141
CO,CCCCCCCC,-1.4297
CCO,CCCCCCCC,-2.14105
CC(C)=O,CCCCCCCC,-2.53445
C,CCCCCCCCO,0.5203
CC,CCCCCCCCO,-0.5684
CCC,CCCCCCCCO,-1.2845
CCCCC,CCCCCCCCO,-2.6966
CCCCCC,CCCCCCCCO,-3.36
CCCCCCC,CCCCCCCCO,-4.01776
CCCCCCCC,CCCCCCCCO,-4.620033333
C1CCCCC1,CCCCCCCCO,-3.727975
C=C,CCCCCCCCO,-0.37045
CC=C,CCCCCCCCO,-1.2458
CCCCC=C,CCCCCCCCO,-3.2896
c1ccccc1,CCCCCCCCO,-3.8086
Cc1ccccc1,CCCCCCCCO,-4.498316667
CCc1ccccc1,CCCCCCCCO,-5.05465
Cc1ccccc1C,CCCCCCCCO,-5.3015
Cc1cccc(C)c1,CCCCCCCCO,-5.16215
CO,CCCCCCCCO,-3.8753
CCO,CCCCCCCCO,-4.426875
CCCO,CCCCCCCCO,-5.02255
CC(C)O,CCCCCCCCO,-4.61335
CCCCO,CCCCCCCCO,-5.7226
CCCCCO,CCCCCCCCO,-6.36735
CCCCCCO,CCCCCCCCO,-7.06025
C1CCOC1,CCCCCCCCO,-3.90035
CCOCC,CCCCCCCCO,-2.98875
COC(C)(C)C,CCCCCCCCO,-3.5182
COc1ccccc1,CCCCCCCCO,-5.46125
CCC=O,CCCCCCCCO,-4.1545
CCCC=O,CCCCCCCCO,-4.6427
CC(C)=O,CCCCCCCCO,-3.144933333
CCC(C)=O,CCCCCCCCO,-3.78384
O=C1CCCC1,CCCCCCCCO,-5.01775
CCCC(C)=O,CCCCCCCCO,-4.34715
CCC(=O)CC,CCCCCCCCO,-4.343
CCCCC(C)=O,CCCCCCCCO,-5.0184
CCCCCC(C)=O,CCCCCCCCO,-5.65325
COC(C)=O,CCCCCCCCO,-3.15135
CCOC(C)=O,CCCCCCCCO,-3.68715
CCCOC(C)=O,CCCCCCCCO,-4.3256
CCCCOC(=O)C,CCCCCCCCO,-5.0127
c1ccncc1,CCCCCCCCO,-5.3166
CC#N,CCCCCCCCO,-3.1512
CCC#N,CCCCCCCCO,-3.64785
CCCC#N,CCCCCCCCO,-4.2421
N#Cc1ccccc1,CCCCCCCCO,-5.9952
CC[N+]([O-])=O,CCCCCCCCO,-3.93215
CCC[N+]([O-])=O,CCCCCCCCO,-4.4384
CC(F)F,CCCCCCCCO,-1.0732
ClCCl,CCCCCCCCO,-3.078866667
ClC(Cl)Cl,CCCCCCCCO,-3.803066667
CCCl,CCCCCCCCO,-2.3167
CC(Cl)(Cl)Cl,CCCCCCCCO,-3.6726
ClCC(Cl)Cl,CCCCCCCCO,-4.6335
CCCCl,CCCCCCCCO,-3.0596
ClC=C(Cl)Cl,CCCCCCCCO,-4.0864
BrCBr,CCCCCCCCO,-4.1935
FC(F)(F)F,CCCCCCCCO,1.2706
O,CCCCCCCCO,-4.149
C1CCOCC1,CCCCCCCCO,-4.3377
FC(F)(Cl)Cl,CCCCCCCCO,-1.3392
FC(Cl)(Cl)Cl,CCCCCCCCO,-2.5742
C[N+]([O-])=O,CCCCCCCCO,-3.48518
CN(C)C=O,CCCCCCCCO,-5.95115
C[N+]([O-])=O,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.22215
CCCCCCCC,CCCO,-4.410516667
Cc1ccccc1,CCCO,-4.5071
CCO,CCCO,-4.9063
C1COCCO1,CCCO,-4.510566667
CCC(C)=O,CCCO,-4.177225
C[N+]([O-])=O,CCCO,-3.94475
CCCCCCCC,C1=CC=NC=C1,-4.489675
Cc1ccccc1,C1=CC=NC=C1,-5.1084
CCO,C1=CC=NC=C1,-5.0523
C1COCCO1,C1=CC=NC=C1,-5.16305
CCC(C)=O,C1=CC=NC=C1,-4.63085
C[N+]([O-])=O,C1=CC=NC=C1,-5.07975
CCCCCCCC,C1CCOC1,-5.3169
Cc1ccccc1,C1CCOC1,-5.44476
CCO,C1CCOC1,-4.505633333
C1COCCO1,C1CCOC1,-5.112733333
CCC(C)=O,C1CCOC1,-4.5385
C[N+]([O-])=O,C1CCOC1,-5.035866667
CCCCCCCC,CC1=CC=CC=C1,-5.293075
CO,CC1=CC=CC=C1,-2.4979
CCO,CC1=CC=CC=C1,-3.2162
C1COCCO1,CC1=CC=CC=C1,-4.9083
CCC(C)=O,CC1=CC=CC=C1,-4.2741
C[N+]([O-])=O,CC1=CC=CC=C1,-4.27365
CCCCCCCC,CCN(CC)CC,-5.50005
Cc1ccccc1,CCN(CC)CC,-4.9346
CCO,CCN(CC)CC,-4.0222
C1COCCO1,CCN(CC)CC,-4.34665
CCC(C)=O,CCN(CC)CC,-3.7689
C[N+]([O-])=O,CCN(CC)CC,-3.54795
C,O,1.990794444
CC,O,1.82967
CCC,O,1.962376471
CC(C)(C)C,O,2.657366667
CCCC(C)C,O,2.511032
CC(C)CC(C)C,O,2.857113636
CC(C)CC(C)(C)C,O,2.92385
C1CCCC1,O,1.201123077
C1CCCCC1,O,1.215922917
CC1CCCCC1,O,1.699756
C=C,O,1.27716
CC=C,O,1.215894444
CC(C)=C,O,1.1699875
CCC=C,O,1.36476
C1CC=CC1,O,0.53842
CCCC=C,O,1.679064516
CCCCC=C,O,1.583364286
CCCC#C,O,0.01038
CCCCC#C,O,0.290433333
c1ccccc1,O,-0.86982451
Cc1ccccc1,O,-0.850219512
CCc1ccccc1,O,-0.723288372
Cc1ccccc1C,O,-0.893160714
Cc1cccc(C)c1,O,-0.775244444
Cc1ccc(C)cc1,O,-0.749976923
c1ccc2ccccc2c1,O,-2.3697375
CO,O,-5.083645614
CCO,O,-5.011187692
CCCO,O,-4.87702766
CC(C)O,O,-4.756152778
CCCCO,O,-4.728118919
CC(C)(C)O,O,-4.484566667
CCCCCO,O,-4.562236364
CCCCCCO,O,-4.40325
Cc1ccccc1O,O,-5.85094
CCCCCCCO,O,-4.239441176
C1CCOC1,O,-3.48807
C1COCCO1,O,-5.05671875
CCOCC,O,-1.736263636
COCCOC,O,-4.83735
COC(C)(C)C,O,-2.019979167
COc1ccccc1,O,-2.525875
CC=O,O,-3.439432
CCC=O,O,-3.347023077
CCCC=O,O,-3.120864286
CCCCC=O,O,-3.01346
CC(C)=O,O,-3.835829032
CCC(C)=O,O,-3.680922449
O=C1CCCC1,O,-4.724733333
CCCC(C)=O,O,-3.455092857
CCC(=O)CC,O,-3.333991667
CCCCC(C)=O,O,-3.296244444
CCCCCC(C)=O,O,-3.08528
COC=O,O,-2.776085714
CCOC=O,O,-2.639575
COC(C)=O,O,-3.142667857
CCOC(C)=O,O,-2.950191176
CCCOC(C)=O,O,-2.801117391
CCCCOC(=O)C,O,-2.6547
CCCCCOC(C)=O,O,-2.476827273
CCCN,O,-4.364885714
CN(C)C,O,-3.199028571
CCCCN,O,-4.234925
CCCCCN,O,-4.1334
c1ccncc1,O,-4.69130625
Nc1ccccc1,O,-5.76698
Cc1cccnc1,O,-4.79765
Cc1ccncc1,O,-4.93755
CC#N,O,-3.915406667
CCC#N,O,-3.843423077
CCCC#N,O,-3.626866667
N#Cc1ccccc1,O,-4.11305
CC[N+]([O-])=O,O,-3.71995
CCC[N+]([O-])=O,O,-3.377866667
[O-][N+](=O)c1ccccc1,O,-4.227885714
CS,O,-1.18105
CCS,O,-1.0689
CCCS,O,-0.99255
CSC,O,-1.498421429
CSSC,O,-1.736175
OCC=C,O,-5.036766667
CC(F)F,O,-0.119833333
Fc1ccccc1,O,-0.80135
ClCCl,O,-1.316777778
ClC(Cl)Cl,O,-1.07538
ClCC(Cl)Cl,O,-1.990766667
CCCCl,O,-0.3747
CC(C)Cl,O,-0.226166667
ClC=C(Cl)Cl,O,-0.459864706
Clc1ccccc1,O,-1.142505263
Clc1ccccc1Cl,O,-1.40413
BrCBr,O,-2.01275
BrC(Br)Br,O,-1.9558
CCBr,O,-0.7364
CCCBr,O,-0.561333333
CC(C)Br,O,-0.4817
CCCCBr,O,-0.336266667
Brc1ccccc1,O,-1.461555556
ClC(Cl)=C(Cl)Cl,O,-0.060655556
FC(F)(F)CCl,O,0.0589
S,O,-0.650978571
CCSSCC,O,-1.54025
CCCCCCCCO,O,-4.07146
CCCCCCC(C)=O,O,-2.920933333
COC(=O)c1ccccc1,O,-3.91385
C1CCOCC1,O,-3.12205
s1cccc1,O,-1.392575
[H][H],O,2.349017647
CCCCCCl,O,-0.063
ClCC1=CC=CC=C1,O,-1.8811
FC(Cl)(Cl)Cl,O,0.65138
C[N+]([O-])=O,O,-4.02596
Cc1ccccc1N,O,-5.5495
Cc1cccc(N)c1,O,-5.6874
CCNc1ccccc1,O,-4.75845
COCOC,O,-2.9509
Ic1ccccc1,O,-1.750766667
CCI,O,-0.742033333
CCCI,O,-0.555766667
CCCCCCCC,Cc1ccc(C)cc1,-5.276166667
Cc1ccccc1,Cc1ccc(C)cc1,-5.084366667
CCO,Cc1ccc(C)cc1,-3.118266667
C1COCCO1,Cc1ccc(C)cc1,-4.798833333
CCC(C)=O,Cc1ccc(C)cc1,-4.206966667
C[N+]([O-])=O,Cc1ccc(C)cc1,-4.125866667
[HH],CC(O)C,1.45
[HH],CC(O)CC,1.56
[HH],OCC(C)C,1.53
[N-]=[N+]=O,CC(O)C,-0.48
C(Cl)Cl,CC(O)C,-3.26
C[N+](=O)[O-],OCCC(C)C,-3.74
C1=CC=C(C=C1)CCl,CC(O)C,-5.99
C1=CC=CC=C1,CC(O)C,-3.71
C1CCCCC1,CC(O)C,-3.52
C1CCCCC1,OCC(C)C,-3.93
C1CCOC1,CC(O)C,-4.01
C1COCCO1,OCCC(C)C,-4.54
CC(C)(C)C1=CC=CC=C1,CC(O)C,-5.63
CC(C)C(C)C(C)C,CC(O)C,-4.09
